group_id,issue_id,report_url,report_date,issue_sentence,canonical_issue,issue_family,similarity_to_group_centroid,rank_in_group
216,iss_0017445,https://www.judiciary.uk/prevention-of-future-death-reports/james-mallett/,2017-03-16,Neurological observations were not carried out to an acceptable standard or in a timely manner.,Neurological observations were not performed to an acceptable standard or within required timeframes.,Clinical monitoring failure,0.9635676145553589,2
216,iss_0021063,https://www.judiciary.uk/prevention-of-future-death-reports/robert-jones/,2015-01-21,Neurological observations were not always recorded at the minimum recommended frequency.,Neurological observations were not recorded at the required minimum frequency.,Clinical monitoring failure,0.959682285785675,3
216,iss_0018030,https://www.judiciary.uk/prevention-of-future-death-reports/maurice-isaacs/,2016-11-07,Neurological observations were not conducted in accordance with Trust policy.,Neurological observations were not performed according to established policy.,Clinical monitoring failure,0.9546939134597778,4
217,iss_0001132,https://www.judiciary.uk/prevention-of-future-death-reports/mohammad-asghar-prevention-of-future-deaths-report/,2025-09-29,No Patient Safety Framework investigation has been conducted despite medical examiner concerns and a coroner's court direction.,Failure to conduct a required patient safety framework investigation.,Regulatory non-compliance,0.9792323708534241,1
217,iss_0000015,https://www.judiciary.uk/prevention-of-future-death-reports/john-loannou-prevention-of-future-deaths-report/,2026-03-10,The Barts Health Trust failed to investigate the death under the NHS England Patient Safety Framework.,Failure to investigate a death under the required patient safety framework.,Investigation failure,0.9667476415634155,2
217,iss_0001130,https://www.judiciary.uk/prevention-of-future-death-reports/mohammad-asghar-prevention-of-future-deaths-report/,2025-09-29,The Trust failed to identify this case as an incident requiring investigation through the Patient Safety Framework.,Failure to identify a case for investigation under the Patient Safety Framework.,Incident reporting failure,0.9633626937866211,3
218,iss_0000049,https://www.judiciary.uk/prevention-of-future-death-reports/caroline-adeyelu-prevention-of-future-deaths-report/,2026-03-05,There is a lack of direct and immediate operational liaison between the police and NHS mental health staff.,Insufficient operational liaison between police and NHS mental health services.,Inter-agency communication,0.9768751859664917,1
218,iss_0000047,https://www.judiciary.uk/prevention-of-future-death-reports/caroline-adeyelu-prevention-of-future-deaths-report/,2026-03-05,Communication systems between mental health services and the police are ineffective for frontline staff.,Ineffective communication between mental health services and police forces.,Inter-agency communication,0.961101770401001,2
218,iss_0012412,https://www.judiciary.uk/prevention-of-future-death-reports/kerry-aldridge/,2020-02-10,The police safeguarding team lacks established links with the NHS mental health team.,Lack of established links between police safeguarding and NHS mental health teams.,Inter-agency coordination,0.9540722370147705,3
219,iss_0005956,https://www.judiciary.uk/prevention-of-future-death-reports/claire-briggs-prevention-of-future-deaths-report/,2023-12-08,The ambulance service failed to undertake timely clinical reviews of the incident.,Failure to perform timely clinical reviews of incidents.,Clinical oversight failure,0.9713099002838135,1
219,iss_0015305,https://www.judiciary.uk/prevention-of-future-death-reports/mohammed-ahmed/,2018-07-18,The hospital failed to formally review the incident to reduce patient distress following the feticide.,Failure to conduct a formal incident review following a clinical event.,Clinical governance failure,0.965340256690979,2
219,iss_0000104,https://www.judiciary.uk/prevention-of-future-death-reports/urmila-patel-prevention-of-future-deaths-report/,2026-02-26,Ward staff failed to review clinical records to identify the previous day's fall.,Failure to review clinical records to identify previous incidents.,Clinical oversight,0.9622393846511841,3
220,iss_0015209,https://www.judiciary.uk/prevention-of-future-death-reports/donald-clegg/,2018-08-08,Record keeping was inadequate and incomplete.,Record keeping is inadequate and incomplete.,Inadequate record keeping,0.974747896194458,1
220,iss_0002662,https://www.judiciary.uk/prevention-of-future-death-reports/carl-eastman-prevention-of-future-deaths-report/,2025-02-17,Basic record keeping was deficient.,Record keeping practices were inadequate.,Inadequate documentation,0.9725015759468079,2
220,iss_0000128,https://www.judiciary.uk/prevention-of-future-death-reports/rajwinder-singh-prevention-of-future-deaths-report/,2026-02-19,There were significant gaps and omissions in record keeping.,Significant gaps and omissions in record keeping.,Incomplete documentation,0.9649849534034729,3
221,iss_0022450,https://www.judiciary.uk/prevention-of-future-death-reports/winifred-dennis/,2014-04-14,The absence of standardised handover procedures risks reducing the quality of patient care.,Lack of standardised handover procedures risks reducing patient care quality.,Clinical process standardisation,0.9746837019920349,1
221,iss_0002722,https://www.judiciary.uk/prevention-of-future-death-reports/katrina-insleay-prevention-of-future-deaths-report/,2025-02-06,The lack of a standardised handover procedure prevents effective monitoring of discharged patients.,Lack of standardised handover procedures prevents effective patient monitoring.,Clinical process failure,0.9646980166435242,2
221,iss_0000163,https://www.judiciary.uk/prevention-of-future-death-reports/james-fitzpatrick-prevention-of-future-deaths-report/,2026-02-12,The absence of standardised handover guidance creates a risk of incorrect or incomplete information being passed to caregivers.,Lack of standardised handover guidance risks incomplete or incorrect information transfer.,Information transfer risk,0.9586206674575806,3
222,iss_0000189,https://www.judiciary.uk/prevention-of-future-death-reports/barbara-wingate-prevention-of-future-deaths-report/,2026-02-10,Hospital bed blocking increases the risk of hospital-acquired illness for patients.,Delayed patient discharge increases risk of hospital-acquired infection.,Patient safety risk,0.9827929735183716,1
222,iss_0010612,https://www.judiciary.uk/prevention-of-future-death-reports/clive-rivers/,2021-06-10,Delays in discharge planning led to an increased risk of hospital-acquired infection.,Delayed discharge planning increases risk of hospital-acquired infection.,Patient safety risk,0.9743040800094604,2
222,iss_0001482,https://www.judiciary.uk/prevention-of-future-death-reports/leslie-thompson-prevention-of-future-deaths-report/,2025-07-29,Delays in discharge increase patient exposure to risks within the acute hospital environment.,Delayed patient discharge increases exposure to risks in acute hospital environments.,Patient safety risks,0.9640709161758423,3
223,iss_0000193,https://www.judiciary.uk/prevention-of-future-death-reports/josh-tarrant-1-prevention-of-future-deaths-report/,2026-02-09,The nurse on duty failed to declare a medical emergency despite signs of psychosis.,Failure to report a medical emergency during a psychotic episode.,Reporting failure,1.0019655227661133,1
223,iss_0000218,https://www.judiciary.uk/prevention-of-future-death-reports/josh-tarrant-3-prevention-of-future-deaths-report/,2026-02-09,The nurse on duty failed to declare a medical emergency despite signs of psychosis.,Failure to report a medical emergency during a psychotic episode.,Reporting failure,1.0019655227661133,2
223,iss_0000225,https://www.judiciary.uk/prevention-of-future-death-reports/josh-tarrant-2-prevention-of-future-deaths-report/,2026-02-09,The nurse on duty failed to declare a medical emergency despite signs of psychosis.,Failure to report a medical emergency during a psychotic episode.,Reporting failure,1.0019655227661133,3
224,iss_0000221,https://www.judiciary.uk/prevention-of-future-death-reports/josh-tarrant-3-prevention-of-future-deaths-report/,2026-02-09,"Healthcare staff made basic errors when performing CPR, including incorrect airway management.",Healthcare staff performed incorrect CPR and airway management techniques.,Clinical procedure error,0.9973037242889404,1
224,iss_0000228,https://www.judiciary.uk/prevention-of-future-death-reports/josh-tarrant-2-prevention-of-future-deaths-report/,2026-02-09,"Healthcare staff made basic errors when performing CPR, including incorrect airway management.",Healthcare staff performed incorrect CPR and airway management techniques.,Clinical procedure error,0.9973037242889404,2
224,iss_0001031,https://www.judiciary.uk/prevention-of-future-death-reports/jamie-funnell-prevention-of-future-deaths-report/,2025-10-13,Healthcare staff utilised incorrect CPR techniques.,Healthcare staff used incorrect CPR techniques.,Clinical procedure error,0.975938081741333,3
225,iss_0007569,https://www.judiciary.uk/prevention-of-future-death-reports/blackpool-fylde-prevention-of-future-deaths-report/,2023-04-03,The waiting time for neurodevelopmental assessments is excessively long.,Excessive waiting times for neurodevelopmental assessments.,Service delays,0.9891672134399414,1
225,iss_0000277,https://www.judiciary.uk/prevention-of-future-death-reports/kallum-reed-prevention-of-future-deaths-report/,2026-02-05,There are unacceptably long waits for neurodevelopmental assessments and diagnoses.,Excessive waiting times for neurodevelopmental assessments and diagnoses.,Service delays,0.985640287399292,2
225,iss_0002656,https://www.judiciary.uk/prevention-of-future-death-reports/joshua-weavers-prevention-of-future-deaths-report/,2025-02-17,National waiting times for ASD assessments are excessively long.,Excessive waiting times for autism spectrum disorder assessments.,Healthcare service delays,0.960456371307373,3
226,iss_0006244,https://www.judiciary.uk/prevention-of-future-death-reports/christopher-hart-prevention-of-future-deaths-report/,2023-11-09,The lack of sufficient ambulance resource in Suffolk poses a risk of future loss of life.,Insufficient ambulance resources pose a risk to patient lives.,Resource inadequacy,0.9897302389144897,1
226,iss_0006262,https://www.judiciary.uk/prevention-of-future-death-reports/gina-bywater-prevention-of-future-deaths-report/,2023-11-07,The lack of sufficient ambulance resource in Suffolk poses a risk of future loss of life.,Insufficient ambulance resources pose a risk to patient lives.,Resource inadequacy,0.9897302389144897,2
226,iss_0000332,https://www.judiciary.uk/prevention-of-future-death-reports/heather-parkhill-prevention-of-future-deaths-report/,2026-02-02,Persistent unavailability of ambulance resources continues to place lives at risk.,Persistent unavailability of ambulance resources poses a risk to life.,Emergency service shortage,0.9682142734527588,3
227,iss_0015286,https://www.judiciary.uk/prevention-of-future-death-reports/ruth-perkins/,2018-07-20,Staffing levels were insufficient to manage the resident's high risk of falls following her admission.,Inadequate staffing levels to manage high risk of falls.,Staffing inadequacy,0.9755404591560364,1
227,iss_0000360,https://www.judiciary.uk/prevention-of-future-death-reports/patricia-walker-prevention-of-future-deaths-report/,2026-01-28,Inadequate staffing increases the risk of patient falls.,Insufficient staffing levels increase the risk of patient falls.,Staffing inadequacy,0.9719719290733337,2
227,iss_0012402,https://www.judiciary.uk/prevention-of-future-death-reports/donald-elliott/,2020-02-12,Staffing levels were insufficient during the falls recorded on 24 January 2019 and 31 January 2019.,Inadequate staffing levels during recorded patient falls.,Staffing inadequacy,0.962334156036377,3
228,iss_0023538,https://www.judiciary.uk/prevention-of-future-death-reports/may-gibson/,2013-08-30,The care home lacked cohesive management and sufficient staff training and supervision.,"Inadequate management, staff training, and supervision within a care facility.",Inadequate care management,0.9798730611801147,1
228,iss_0000396,https://www.judiciary.uk/prevention-of-future-death-reports/george-ritchie-prevention-of-future-deaths-report-2/,2026-01-21,The Operations Manager failed to implement supervision or oversight at the nursing home.,Failure to implement adequate supervision or oversight within a care facility.,Lack of oversight,0.9478855729103088,2
228,iss_0008853,https://www.judiciary.uk/prevention-of-future-death-reports/joan-richardson-prevention-of-future-deaths-report/,2022-07-01,"Training, support, and supervision of care staff were inadequate.","Inadequate training, support, and supervision of care staff.",Staff management,0.9458721280097961,3
229,iss_0017847,https://www.judiciary.uk/prevention-of-future-death-reports/jane-stables/,2016-12-15,Pain was not effectively managed or controlled.,Inadequate management of pain.,Clinical care quality,0.9878120422363281,1
229,iss_0000477,https://www.judiciary.uk/prevention-of-future-death-reports/david-dugdale-prevention-of-future-deaths-report/,2026-01-08,Inadequate management of post-operative pain.,Inadequate management of post-operative pain.,Clinical care management,0.9735362529754639,2
229,iss_0005975,https://www.judiciary.uk/prevention-of-future-death-reports/sarah-chappell-prevention-of-future-deaths-report/,2023-12-07,Pain relief provided to the patient was inadequate.,Inadequate pain management for the patient.,Clinical care quality,0.97273850440979,3
230,iss_0015639,https://www.judiciary.uk/prevention-of-future-death-reports/jonathan-earp/,2018-05-08,Clinical staff failed to consider the risks of the patient taking additional fentanyl alongside illicit medication.,Failure to assess risks of drug interactions with illicit substances.,Clinical assessment error,0.9789361357688904,1
230,iss_0013395,https://www.judiciary.uk/prevention-of-future-death-reports/deborah-chapman/,2019-08-01,The medical practice failed to assess the risks of concomitant use of prescribed and illicit drugs.,Failure to assess risks of concomitant use of prescribed and illicit drugs.,Clinical assessment failure,0.9585203528404236,2
230,iss_0000505,https://www.judiciary.uk/prevention-of-future-death-reports/fallon-adams-prevention-of-future-deaths-report/,2025-12-29,Ms Adams was not provided with specific warnings regarding the risks of combining prescribed medication with illicit substances.,Failure to provide warnings regarding drug interactions with illicit substances.,Inadequate medical warning,0.9546135663986206,3
231,iss_0005873,https://www.judiciary.uk/prevention-of-future-death-reports/chloe-macdermott-prevention-of-future-deaths-report/,2023-12-19,Products used in suicide are easily accessible via international online retailers.,Easy access to means of self-harm via online retailers.,Self-harm accessibility,0.9726958274841309,1
231,iss_0000631,https://www.judiciary.uk/prevention-of-future-death-reports/stella-leclaire-prevention-of-future-deaths-report/,2025-12-09,The availability of [REDACTED] sold for the purpose of advocating its use in suicides is a concern.,Availability of products used to promote self-harm or suicide.,Self-harm promotion,0.9642979502677917,2
231,iss_0005384,https://www.judiciary.uk/prevention-of-future-death-reports/deborah-cooper-prevention-of-future-deaths-report/,2024-02-26,Books providing clear instructions on methods of suicide are freely available on the Amazon.co.uk website.,Availability of instructional material for self-harm on e-commerce platforms.,Self-harm content,0.961496114730835,3
232,iss_0023460,https://www.judiciary.uk/prevention-of-future-death-reports/sally-king/,2013-09-23,A lack of available beds delayed the patient's transfer to the Respiratory Team.,Patient transfer delayed due to insufficient bed availability.,Capacity constraints,0.980828046798706,1
232,iss_0000668,https://www.judiciary.uk/prevention-of-future-death-reports/lina-piroli-prevention-of-future-deaths-report/,2025-12-04,A lack of available ward beds resulted in the patient remaining in the emergency department.,Inability to transfer patient due to lack of available ward beds.,Capacity constraints,0.9613752365112305,2
232,iss_0007517,https://www.judiciary.uk/prevention-of-future-death-reports/joseph-maunick-prevention-of-future-deaths-report/,2023-04-20,High demand and bed shortages prevent the timely transfer of patients to more appropriate clinical environments.,Patient transfer delays due to high demand and bed shortages.,Capacity constraints,0.9567661881446838,3
233,iss_0004697,https://www.judiciary.uk/prevention-of-future-death-reports/miriam-stone-prevention-of-future-deaths-report/,2024-05-20,Clinical staff failed to formally assess the patient upon admission.,Failure to perform formal clinical assessment upon patient admission.,Clinical assessment failure,0.9812942743301392,1
233,iss_0000799,https://www.judiciary.uk/prevention-of-future-death-reports/tracey-oldfield-prevention-of-future-deaths-report/,2025-11-11,The patient was not formally clerked in upon admission.,Failure to perform formal clinical clerking upon patient admission.,Clinical documentation failure,0.9605544209480286,2
233,iss_0008371,https://www.judiciary.uk/prevention-of-future-death-reports/carl-wright-prevention-of-future-deaths-report/,2022-10-17,The rehabilitation unit failed to undertake necessary assessments prior to admission.,Failure to conduct required assessments before patient admission.,Pre-admission assessment failure,0.9550437331199646,3
234,iss_0000877,https://www.judiciary.uk/prevention-of-future-death-reports/raymond-leake-prevention-of-future-deaths-report/,2025-10-28,The radiology department failed to book a required CT head scan within the mandated eight-hour timeframe.,Failure to perform a required CT scan within the mandated timeframe.,Clinical delay,0.9734060764312744,1
234,iss_0012898,https://www.judiciary.uk/prevention-of-future-death-reports/pamela-moran/,2019-11-12,There were three missed opportunities to undertake a CT scan.,Failure to perform required CT scans on three occasions.,Diagnostic omission,0.9731701016426086,2
234,iss_0004982,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-wakefield-prevention-of-future-deaths-report/,2024-04-17,A necessary CT scan was not ordered or completed.,Failure to order or complete a required CT scan.,Diagnostic omission,0.9665004014968872,3
235,iss_0001157,https://www.judiciary.uk/prevention-of-future-death-reports/susan-barrett-prevention-of-future-deaths-report/,2025-09-25,Deficits in communication between the Community Nursing Team and Tissue Viability Service caused delays in nursing care.,Communication failures between clinical teams caused delays in patient care.,Clinical communication failure,0.971565842628479,1
235,iss_0019537,https://www.judiciary.uk/prevention-of-future-death-reports/bryan-catanach-2/,2015-12-01,Communication failures between clinicians and hospital Trusts caused delays in patient transfer and clinical reviews.,Communication failures between clinicians and trusts causing delays in patient care.,Communication failure,0.9581586122512817,2
235,iss_0007028,https://www.judiciary.uk/prevention-of-future-death-reports/peter-fleming-prevention-of-future-deaths-report/,2023-07-14,Ineffective communication between specialist mental health teams causes delays in care.,Ineffective communication between specialist teams causes delays in care.,Communication failure,0.9576920866966248,3
236,iss_0001324,https://www.judiciary.uk/prevention-of-future-death-reports/ricky-oconnell-prevention-of-future-deaths-report/,2025-08-20,Prolonged hospital handovers significantly delayed ambulance response times.,Extended hospital handovers cause delays in ambulance response times.,Emergency response delay,0.979711651802063,1
236,iss_0005140,https://www.judiciary.uk/prevention-of-future-death-reports/patricia-eyken-prevention-of-future-deaths-report/,2024-03-25,Prolonged ambulance handover delays increase emergency response times.,Ambulance handover delays increase emergency response times.,Emergency service delays,0.9691554307937622,2
236,iss_0003801,https://www.judiciary.uk/prevention-of-future-death-reports/dennis-harry-prevention-of-future-deaths-report/,2024-09-22,Delayed patient discharges cause significant ambulance handover delays and increased response times.,Delayed patient discharges cause ambulance handover delays and increased response times.,Operational delays,0.9605966806411743,3
237,iss_0003435,https://www.judiciary.uk/prevention-of-future-death-reports/james-boland-prevention-of-future-deaths-report/,2024-11-05,Users may lack an understanding of the significant long-term health risks associated with ketamine use until physical damage has occurred.,Insufficient awareness of long-term health risks associated with ketamine use.,Health risk awareness,0.9773362278938293,1
237,iss_0001339,https://www.judiciary.uk/prevention-of-future-death-reports/gemma-weeks-prevention-of-future-deaths-report/,2025-08-19,The health consequences of chronic ketamine use are not well understood outside of healthcare and drug treatment circles.,Insufficient knowledge regarding the long-term health effects of chronic ketamine use.,Health impact uncertainty,0.9572347402572632,2
237,iss_0001336,https://www.judiciary.uk/prevention-of-future-death-reports/gemma-weeks-prevention-of-future-deaths-report/,2025-08-19,The public and potential first-time users do not fully understand the risks of acute and chronic ketamine use.,Insufficient public understanding of the risks associated with ketamine use.,Lack of awareness,0.9533165693283081,3
238,iss_0006549,https://www.judiciary.uk/prevention-of-future-death-reports/frederick-le-grice-prevention-of-future-deaths-report/,2023-09-29,Clinicians and patients were unaware of the risk of lung damage associated with nitrofurantoin.,Lack of awareness regarding the risk of lung damage from nitrofurantoin.,Information deficiency,0.9807345271110535,1
238,iss_0006551,https://www.judiciary.uk/prevention-of-future-death-reports/frederick-le-grice-prevention-of-future-deaths-report/,2023-09-29,There is insufficient information available to alert patients and clinicians to the potential for irreversible lung damage from nitrofurantoin.,Inadequate warning regarding the risk of irreversible lung damage from nitrofurantoin.,Inadequate safety information,0.9775717258453369,2
238,iss_0001341,https://www.judiciary.uk/prevention-of-future-death-reports/venetia-pierce-prevention-of-future-deaths-report/,2025-08-19,Clinical awareness of the risk of nitrofurantoin-induced pulmonary damage in elderly patients is insufficient.,Insufficient clinical awareness of nitrofurantoin-induced pulmonary damage risk in elderly patients.,Clinical awareness deficit,0.9732261896133423,3
239,iss_0001365,https://www.judiciary.uk/prevention-of-future-death-reports/charlotte-noordam-prevention-of-future-deaths-report/,2025-08-12,Additional safety measures have not been implemented to mitigate risks at the junction.,Insufficient safety measures implemented to mitigate junction risks.,Inadequate safety controls,0.9811948537826538,1
239,iss_0011136,https://www.judiciary.uk/prevention-of-future-death-reports/yvonne-copland/,2021-03-08,Existing safety measures taken by the Isle of Wight Council are insufficient to ensure the junction is significantly safer.,Existing safety measures are insufficient to ensure junction safety.,Inadequate safety measures,0.9520678520202637,2
239,iss_0010642,https://www.judiciary.uk/prevention-of-future-death-reports/pathushan-sutharsan/,2021-06-04,There are no definitive plans to address the identified risks at the junction.,Lack of definitive plans to mitigate identified junction risks.,Risk management deficiency,0.9458685517311096,3
240,iss_0020917,https://www.judiciary.uk/prevention-of-future-death-reports/henry-powell/,2015-02-18,Staff training regarding the use of bed rails was insufficient.,Inadequate staff training on the use of bed rails.,Training deficiency,0.9857611656188965,1
240,iss_0013470,https://www.judiciary.uk/prevention-of-future-death-reports/barbara-humphreys/,2019-07-23,"Staff lack adequate training regarding the selection, fitting, management, and review of bed rails and accompanying bedding.",Inadequate staff training regarding the management of bed rails and bedding.,Training deficiency,0.9729125499725342,2
240,iss_0001400,https://www.judiciary.uk/prevention-of-future-death-reports/marion-jones-prevention-of-future-deaths-report/,2025-08-07,Nursing staff lacked sufficient knowledge regarding the appropriate procedure for bed rail assessments.,Insufficient staff knowledge regarding bed rail assessment procedures.,Training and competence,0.9550307393074036,3
241,iss_0015753,https://www.judiciary.uk/prevention-of-future-death-reports/frank-hayward-2/,2018-03-29,The initial CT scan failed to identify the subdural haemorrhage.,Failure to identify a subdural haemorrhage during an initial CT scan.,Diagnostic error,0.9934827089309692,1
241,iss_0001402,https://www.judiciary.uk/prevention-of-future-death-reports/kenneth-edwards-prevention-of-future-deaths-report/,2025-08-07,A subdural haematoma was not identified during the initial CT scan report.,Failure to identify a subdural haematoma on an initial CT scan report.,Diagnostic error,0.9853338599205017,2
241,iss_0014017,https://www.judiciary.uk/prevention-of-future-death-reports/terence-thornton/,2019-04-03,The initial CT scan failed to identify a subtle subdural haemorrhage.,Failure to detect a subtle subdural haemorrhage on initial CT scan.,Diagnostic error,0.984516978263855,3
242,iss_0001407,https://www.judiciary.uk/prevention-of-future-death-reports/jacob-wooderson-prevention-of-future-deaths-report/,2025-08-06,The psychiatrist failed to record advice given to the patient regarding the adverse side effects of Elvanse.,Failure to record advice regarding medication side effects.,Inadequate clinical documentation,0.9709957838058472,1
242,iss_0019599,https://www.judiciary.uk/prevention-of-future-death-reports/david-white/,2015-11-11,The effect of heparin causing confusion was not recorded and therefore not acted upon.,Failure to record and act upon a medication-induced side effect.,Clinical documentation error,0.9666754007339478,2
242,iss_0009073,https://www.judiciary.uk/prevention-of-future-death-reports/matthew-evans-prevention-of-future-deaths-report/,2022-05-18,"The GP failed to document warnings regarding the side-effects of Mirtazapine, specifically the increased risk of suicidal ideation.",Failure to document medication side-effect warnings.,Clinical documentation error,0.9641360640525818,3
243,iss_0018175,https://www.judiciary.uk/prevention-of-future-death-reports/barry-thompson/,2016-10-11,"Staff were unable to locate essential medical equipment, specifically the ketone testing box.",Essential medical equipment was unavailable or could not be located.,Equipment unavailability,0.9819434285163879,1
243,iss_0001429,https://www.judiciary.uk/prevention-of-future-death-reports/maureen-batchelor-prevention-of-future-deaths-report/,2025-08-05,"Essential medical equipment, such as suction, was unavailable in the corridor area.",Essential medical equipment was unavailable in the clinical area.,Resource unavailability,0.9677473306655884,2
243,iss_0018736,https://www.judiciary.uk/prevention-of-future-death-reports/rodney-blair/,2016-05-19,"Essential medical equipment, such as the defibrillator, was inaccessible to responding staff during an emergency.",Essential medical equipment was inaccessible during an emergency.,Equipment accessibility,0.9567440748214722,3
244,iss_0001437,https://www.judiciary.uk/prevention-of-future-death-reports/john-bell-prevention-of-future-deaths-report/,2025-08-04,No Datix report was submitted following the incident.,Failure to report an incident via the Datix system.,Incident reporting failure,1.0016937255859375,1
244,iss_0001792,https://www.judiciary.uk/prevention-of-future-death-reports/hazel-gambles-prevention-of-future-deaths-report/,2025-06-17,"A Datix report was not submitted following the in-patient fall, preventing timely investigation.",Failure to report an incident via the Datix system.,Incident reporting failure,1.0016937255859375,2
244,iss_0005654,https://www.judiciary.uk/prevention-of-future-death-reports/thomas-ithell-prevention-of-future-deaths-report/,2024-01-22,No Datix incident report was raised when the failure to follow up was identified.,Failure to report an identified incident via the Datix system.,Incident reporting failure,0.9987319707870483,3
245,iss_0006847,https://www.judiciary.uk/prevention-of-future-death-reports/doris-urch-prevention-of-future-deaths-report/,2023-08-11,Staff demonstrated a lack of familiarity with risk assessments and care plans.,Staff lack familiarity with risk assessments and care plans.,Staff competency,0.9808057546615601,1
245,iss_0019759,https://www.judiciary.uk/prevention-of-future-death-reports/john-bird/,2015-10-16,The care home failed to ensure staff were familiar with risk assessments and care plans.,Staff were not sufficiently familiar with risk assessments and care plans.,Staff training failure,0.9748871326446533,2
245,iss_0001459,https://www.judiciary.uk/prevention-of-future-death-reports/margaret-medlicott-prevention-of-future-deaths-report/,2025-08-01,Staff may not have received sufficient training in conducting risk assessments and care planning.,Staff may lack sufficient training for risk assessments and care planning.,Inadequate staff training,0.9657003879547119,3
246,iss_0001503,https://www.judiciary.uk/prevention-of-future-death-reports/samantha-young-prevention-of-future-deaths-report/,2025-07-25,Communication with the families of patients with mental health difficulties was not effectively achieved.,Ineffective communication with families of patients with mental health difficulties.,Communication failure,0.9880741834640503,1
246,iss_0006889,https://www.judiciary.uk/prevention-of-future-death-reports/kirsty-taylor-prevention-of-future-deaths-report/,2023-07-28,Communication with the families of patients with mental health difficulties is not being effectively achieved.,Ineffective communication with families of patients with mental health difficulties.,Communication failure,0.9880741834640503,2
246,iss_0007125,https://www.judiciary.uk/prevention-of-future-death-reports/kaye-mccoy-prevention-of-future-deaths-report/,2023-06-30,Engagement with the patient's family by the mental health teams was poor.,Inadequate engagement with patient families by mental health teams.,Communication failure,0.9605238437652588,3
247,iss_0001537,https://www.judiciary.uk/prevention-of-future-death-reports/madeline-reding-prevention-of-future-deaths-report/,2025-07-21,The 999 call was not made immediately upon discovering the patient was unresponsive.,Delay in contacting emergency services after discovering an unresponsive patient.,Emergency response delay,0.9931237697601318,1
247,iss_0010674,https://www.judiciary.uk/prevention-of-future-death-reports/peggy-copeman/,2021-05-28,Emergency services were not called immediately upon the patient becoming unresponsive.,Delay in contacting emergency services after a patient becomes unresponsive.,Emergency response delay,0.9914088845252991,2
247,iss_0002865,https://www.judiciary.uk/prevention-of-future-death-reports/2025-0045-prevention-of-future-deaths-report/,2025-01-20,Emergency services were not called promptly following the initial discovery of the unresponsive student.,Delay in contacting emergency services following discovery of an unresponsive individual.,Emergency response delay,0.989661455154419,3
248,iss_0001576,https://www.judiciary.uk/prevention-of-future-death-reports/myles-scriven-prevention-of-future-deaths-report/,2025-07-14,Failure to implement necessary adjustments for autism and learning disabilities.,Failure to provide necessary reasonable adjustments for neurodiversity and learning disabilities.,Inadequate accessibility support,0.987156867980957,1
248,iss_0001582,https://www.judiciary.uk/prevention-of-future-death-reports/myles-scriven-2-prevention-of-future-deaths-report/,2025-07-14,The Trust failed to implement necessary adjustments for autism and learning disabilities.,Failure to implement reasonable adjustments for neurodiversity and learning disabilities.,Failure to provide adjustments,0.9810612797737122,2
248,iss_0006425,https://www.judiciary.uk/prevention-of-future-death-reports/claire-twinn-prevention-of-future-deaths-report/,2023-10-16,Reasonable adjustments were not made for the patient's learning disability and impaired communication.,Failure to provide reasonable adjustments for learning disabilities and communication impairments.,Failure to provide adjustments,0.9592722654342651,3
249,iss_0001608,https://www.judiciary.uk/prevention-of-future-death-reports/doreen-swann-prevention-of-future-deaths-report/,2025-07-10,Delayed discharges create a knock-on impact on the hospital Emergency Department.,Delayed patient discharges impact emergency department operations.,Operational inefficiency,0.9734423756599426,1
249,iss_0006982,https://www.judiciary.uk/prevention-of-future-death-reports/thelma-radmore-prevention-of-future-deaths-report/,2023-07-19,Difficulties in discharging ward patients prevented the movement of patients from the Emergency Department.,Delayed patient discharges causing emergency department boarding.,Patient flow obstruction,0.96896892786026,2
249,iss_0005138,https://www.judiciary.uk/prevention-of-future-death-reports/patricia-eyken-prevention-of-future-deaths-report/,2024-03-25,Delayed patient discharges cause a build-up of patients in emergency departments.,Delayed patient discharges lead to emergency department overcrowding.,Patient flow management,0.9616714715957642,3
250,iss_0013308,https://www.judiciary.uk/prevention-of-future-death-reports/amir-siman-tov/,2019-08-28,Staff failed to initiate the 'code blue' protocol to summon an emergency ambulance.,Failure to initiate emergency medical protocols.,Emergency response failure,0.9754573702812195,1
250,iss_0018763,https://www.judiciary.uk/prevention-of-future-death-reports/ronnie-olliffe/,2016-05-15,Staff failed to issue a Code Blue in accordance with local and national policy.,Failure to initiate emergency medical protocols in accordance with established policy.,Clinical protocol non-compliance,0.963893473148346,2
250,iss_0001669,https://www.judiciary.uk/prevention-of-future-death-reports/george-emmett-prevention-of-future-deaths-report/,2025-07-04,Emergency assistance was not summoned in accordance with the Medical Emergency Response Codes.,Failure to summon emergency assistance according to established medical response protocols.,Emergency response failure,0.9622822999954224,3
251,iss_0005041,https://www.judiciary.uk/prevention-of-future-death-reports/carole-mather-prevention-of-future-deaths-report/,2024-04-08,The doctor was unaware of the deceased's history of mental health service involvement during the assessment.,Failure to review a patient's mental health history during clinical assessment.,Incomplete medical history,0.9779488444328308,1
251,iss_0001673,https://www.judiciary.uk/prevention-of-future-death-reports/daniel-hatchett-prevention-of-future-deaths-report/,2025-07-04,Healthcare professionals did not expressly question the patient regarding his mental health.,Failure to assess a patient's mental health status.,Clinical assessment failure,0.9563828706741333,2
