group_id,group_label,group_description,issue_count,report_count,first_date,last_date,median_centroid_similarity,sample_issues
313,Inaccurate heart rate recording,Errors in documenting maternal or fetal heart rates during cardiotocography.,3,3,2015-07-30,2023-02-15,0.9662442803382874,Incorrect recording of maternal heart rate on CTG equipment. | Incorrect recording of fetal heart rate. | Maternal pulse misidentified as fetal heart rate during cardiotocography.
314,Patient volume delays,High demand is causing delays in triage and clinical assessment.,3,3,2018-04-28,2023-02-10,0.9622264504432678,High patient volumes causing delays in triage and medical review. | High patient volumes causing delays in medical assessment. | High demand causing delays in patient triage and clinical review.
315,Suboptimal ward layout,The physical arrangement of wards and cubicles prevents effective patient observation.,3,3,2014-03-05,2023-02-02,0.9474152326583862,Inadequate ward layout for effective patient observation. | Inappropriate ward layout across multiple floors. | Ward layout and cubicle use impede effective visual observation of patients.
316,Limited psychological intervention availability,There is inadequate access to necessary psychological therapies and clinical interventions.,3,3,2020-04-23,2023-01-26,0.9679169058799744,Insufficient availability of psychological interventions. | Inadequate access to clinically indicated psychological interventions. | Insufficient availability of psychological therapies.
317,Inadequate care coordination,Failure to synchronise healthcare services between prison and community providers.,3,3,2014-06-20,2022-12-20,0.9615271091461182,Failure to coordinate care between prison and community healthcare providers. | Lack of integrated care coordination between prison staff and healthcare providers. | Failure to coordinate prisoner care effectively.
318,Missing risk assessments,Failure to identify or complete required risk assessments and management plans.,3,3,2021-06-02,2022-12-01,0.9631941318511963,Failure to identify the absence of risk assessment and management planning. | Absence of completed risk assessment and associated risk management plan. | Failure to identify missing risk assessments.
319,Inadequate pedestrian crossing timings,The duration of pedestrian signals and inter-green periods is insufficient for safe road traversal.,3,2,2015-09-11,2022-11-28,0.9711406230926514,Insufficient pedestrian crossing time for safe road traversal. | Pedestrian crossing signal timings are insufficient for safe road crossing. | Insufficient inter-green period for pedestrians to clear the crossing.
320,Non-compliance with resuscitation protocols,Failure to adhere to established clinical guidelines during cardiac arrest events.,3,3,2013-12-16,2022-11-22,0.9658170938491821,Failure to follow established resuscitation guidelines during clinical practice. | Failure to adhere to clinical guidelines during a cardiac arrest. | Failure to follow resuscitation and cardiac arrest protocols.
321,Inadequate care plan review time,Staff do not have enough time allocated to properly review care plans.,3,3,2016-12-15,2022-09-26,0.9741573333740234,Staff lack sufficient time to review care plans. | Insufficient time allocated for reviewing care plans. | Staff were not provided with sufficient time or instruction to review care plans.
322,Inaccurate clinical information exchange,Errors in communicating or documenting patient data lead to unreliable risk assessments.,3,3,2015-02-03,2022-07-12,0.9433362483978271,Failure to communicate patient clinical information leads to inaccurate risk assessment. | Insufficient risk assessment documentation hinders clinical communication of patient risks. | Inaccurate clinical information results in unreliable risk assessments.
323,Clinical monitoring non-compliance,Failure to follow established protocols or instructions for patient monitoring.,3,3,2020-02-18,2022-03-07,0.9591077566146851,Failure to adhere to established clinical monitoring protocols. | Failure to provide required clinical monitoring. | Failure to adhere to medical instructions for patient monitoring.
324,Non-compliance with clinical instructions,Failure to follow specialist clinical recommendations or instructions.,3,3,2014-04-08,2022-02-28,0.9574971199035645,Failure to implement clinical recommendations from a specialist consultant. | Failure to fully implement clinical recommendations from a specialist nurse. | Failure to implement clinical instructions from a consultant.
325,Nasogastric tube misplacement,Errors involving the incorrect positioning of nasogastric tubes and subsequent administration of fluids or medication.,3,1,2022-02-22,2022-02-22,0.9569380283355713,Misplacement of nasogastric tubes during administration. | Incidents of misplaced nasogastric tubes within a healthcare setting. | Administration of fluids or medication via misplaced nasogastric tubes.
326,Missing smoke alarms,Smoke detection equipment is absent or non-functional within the property.,3,3,2014-01-17,2022-02-21,0.9738237857818604,Absence of a functional smoke alarm. | Absence of a smoke alarm in the bedroom. | Absence of functional smoke detectors in the property.
327,VTE risk assessment failures,Incomplete or missing documentation and periodic reviews of venous thromboembolism risk assessments.,3,3,2016-05-23,2022-02-10,0.9730567932128906,Failure to identify an incomplete VTE risk assessment. | Failure to perform required 24-hour VTE risk re-assessment. | Failure to perform and document formal VTE risk assessments.
328,Inadequate clinical documentation,Clinical and discharge records lack sufficient detail for continuity of care.,3,3,2018-06-12,2022-02-10,0.9672017097473145,Clinical documentation lacks sufficient detail for continuity of care. | Discharge documentation lacks sufficient detail for ongoing clinical care. | Clinical documentation lacks sufficient assessment details and continuity of care plans.
329,Self-harm risk management,Inadequate procedures for assessing and managing risks of self-harm.,3,2,2013-11-05,2021-12-07,0.956936240196228,Lack of guidance for assessing self-harm risk. | Lack of guidance for managing identified risks of self-harm in patients. | Inconsistent and non-objective criteria used for self-harm risk assessment.
330,Missed deadlines and timeframes,Failure to complete required actions or changes within the agreed period.,3,3,2015-02-17,2021-11-09,0.963187575340271,Failure to complete actions within established timeframes. | Failure to implement required changes within established timeframes. | Failure to complete specified action plan steps within a designated timeframe.
331,Inadequate night shift supervision,Insufficient senior oversight and support for junior medical staff during nocturnal shifts.,3,3,2014-09-12,2021-10-25,0.9756818413734436,Inadequate supervision and support for junior doctors during night shifts. | Insufficient support and oversight for junior medical staff during night shifts. | Lack of senior clinical supervision during night shifts.
332,Locum staff dependency,Heavy reliance on temporary medical staff compromises continuity of care.,3,3,2017-08-16,2021-10-21,0.9902927875518799,High reliance on locum doctors reduces continuity of care. | High reliance on locum doctors may impact continuity of care. | High reliance on locum staff impacts continuity of care.
333,Centralised medication record deficit,There is no unified database for tracking patient prescriptions and dispensed medicines across healthcare providers.,3,3,2019-11-18,2021-10-21,0.978276252746582,Lack of a centralised database for patient medication records. | Absence of a centralised database for tracking prescribed and dispensed medications. | Lack of a centralised record for tracking prescriptions across healthcare providers.
334,Inadequate discharge planning meetings,Failure to hold multidisciplinary or multi-agency meetings prior to patient discharge.,3,3,2014-01-30,2021-08-11,0.9784839153289795,Failure to conduct a multi-agency planning meeting before hospital discharge. | Failure to conduct a multi-agency meeting before patient discharge. | Failure to hold a multidisciplinary meeting regarding a discharge plan.
335,Failure to implement safety recommendations,Failure to adopt necessary policy changes or action plans following incident investigations.,3,3,2016-08-19,2021-08-02,0.9637167453765869,Failure to implement recommended policy changes following a serious incident review. | Failure to implement lessons learned or policy changes following an incident review. | Failure to implement a comprehensive action plan following a serious incident investigation.
336,Inadequate speed enforcement and calming,Lack of sufficient measures to regulate and control vehicle speeds.,3,3,2014-03-12,2021-07-21,0.9633185863494873,Insufficient physical traffic calming measures to enforce speed limits. | Insufficient traffic calming measures at the location. | Insufficient enforcement measures for speed regulation.
337,Intestinal obstruction misdiagnosis,Failure to correctly identify or diagnose a bowel obstruction.,3,3,2020-01-28,2021-05-18,0.9546838402748108,Failure to diagnose intestinal obstruction. | Failure to diagnose intestinal obstruction due to diagnostic overshadowing and lack of curiosity. | Failure to correctly identify a bowel obstruction.
338,Inadequate incident investigation processes,Failure to identify systemic clinical and procedural errors during investigations of serious incidents.,3,3,2013-12-13,2021-05-18,0.9679991006851196,Failure to identify care delivery problems during serious incident investigations. | Failure to detect systemic clinical and procedural errors during incident investigation. | Failures in the investigation of serious untoward incidents.
339,Duplicate prescription prevention failure,Failure to implement checks to prevent the issuance of duplicate medication prescriptions.,3,3,2018-08-01,2021-05-10,0.9695509672164917,Failure to check for duplicate prescriptions before issuing new medication. | Lack of mandatory checks to prevent duplicate medication prescriptions. | Failure to check the medicines database before prescribing duplicate medication doses.
340,Inadequate root cause analysis training,Clinicians lack the necessary training to perform effective root cause analysis and identify clinical practice issues.,3,3,2016-07-15,2021-04-19,0.9718137979507446,Lack of mandatory training for clinicians in root cause analysis. | Lack of mandatory training for clinicians to perform root cause analysis. | Failure to identify clinical practice issues during root cause analysis.
341,Deceptive junction layout,Road markings or layouts at junctions create confusion or optical illusions for drivers.,3,3,2013-12-02,2021-03-08,0.9588735699653625,Deceptive road layout at a junction may mislead drivers. | Confusing road layout at a junction may mislead users. | Road layout creates an optical illusion obscuring the junction.
342,High-risk junction safety,Identified junctions pose a significant risk of accidents and serious injury.,3,3,2018-07-17,2021-03-08,0.975622296333313,The junction is a high-risk area for accidents. | A junction presents a high risk of serious injury. | A junction is identified as a high-risk location on a safety register.
343,Nasogastric tube management documentation,Clinical instructions for nasogastric tube care are missing or incomplete in patient records.,3,1,2020-11-12,2020-11-12,0.9738671779632568,Lack of specific clinical instructions for nasogastric tube management. | Incomplete documentation of clinical instructions for nasogastric tube management. | Clinical instructions for nasogastric tube management were not documented in patient records.
344,Warfarin administration errors,"Failures in the correct prescription, delivery, or identification of warfarin doses.",3,3,2018-05-14,2020-09-25,0.9746275544166565,Incorrect administration of warfarin to a patient. | Failure to identify incorrect administration of warfarin. | Errors in the prescription of warfarin administration.
345,Choking risk management failures,"Inadequate communication, supervision, and documentation regarding resident choking hazards.",3,3,2013-12-06,2020-04-24,0.9613972902297974,Failure to communicate identified choking risks to residents. | Inadequate supervision of residents at risk of choking. | Inaccurate documentation and communication of choking risks in care plans.
346,Unauthorised pedestrian crossings,Pedestrians are crossing the road outside of designated crossing points.,3,3,2016-07-25,2020-02-17,0.9662162661552429,Pedestrians crossing the road outside of designated crossing points. | Pedestrians cross a road at a location without a designated crossing. | Pedestrians crossing at locations other than designated crossing points.
347,Patient clinical record management,Ineffective systems for maintaining and organising patient medical documentation.,3,1,2019-12-18,2019-12-18,0.9597555994987488,Ineffective management of patient clinical records within the department. | Ineffective management of patient records within a healthcare setting. | Lack of an effective system for managing patient clinical records.
348,Best interests meeting mismanagement,Failure to properly organise or conduct formal meetings regarding patient care decisions.,3,3,2016-12-05,2019-12-17,0.9741091728210449,Failure to hold a best interests meeting regarding patient care. | Failure to properly manage a best interests meeting. | Failure to conduct a formal best interests meeting for end of life care.
349,Post-incident risk re-assessment failure,Failure to review and update risk assessments after an incident has occurred.,3,3,2017-02-09,2019-11-12,0.961057722568512,Failure to re-assess risks following an incident. | Failure to conduct complete risk assessments following incidents. | Failure to conduct formal risk re-assessments.
350,Dangerous road bend,A sharp bend on the A34 poses a significant risk to life.,3,3,2019-11-01,2019-11-01,1.0023267269134521,A bend on the A34 Melrose Way poses a danger to life.
351,Hard shoulder closure oversight,Insufficient monitoring and accountability regarding the duration of temporary hard shoulder closures.,3,1,2019-10-24,2019-10-24,0.9591323137283325,Lack of accountability for minimising the duration of hard shoulder closures. | Insufficient oversight of the duration of temporary hard shoulder closures. | Lack of penalties for extended hard shoulder closures.
352,Non-randomised observation intervals,Observations were conducted at predictable or fixed intervals rather than at randomised intervals.,3,3,2016-07-11,2019-10-21,0.965739369392395,Observations were conducted at predictable intervals rather than irregular intervals. | Observations were recorded at predictable intervals. | Observations were conducted at fixed intervals instead of random intervals.
353,Delayed clinical documentation,Delays in recording clinical information impede access to essential patient records.,3,3,2014-05-19,2019-10-21,0.9723690748214722,Delayed clinical documentation prevents timely access to patient records. | Delayed clinical documentation prevents access to essential patient information. | Delays in the documentation of clinical records.
354,Inadequate clinical discussion documentation,Clinical consultations and discussions with patients or families are not sufficiently recorded in patient files.,3,3,2013-12-16,2019-06-10,0.973008930683136,Insufficient documentation of clinical discussions regarding patient care. | Incomplete documentation of clinical discussions with patients or families. | Clinical discussions and consultations were not adequately documented in patient records.
355,Delayed patient transfer,Delays in moving patients prevent timely medical intervention and treatment.,3,3,2015-12-14,2019-05-31,0.9792295694351196,Delayed patient transfer prevented time-critical surgical intervention. | Delayed patient transfer prevented access to life-saving surgical intervention. | Delayed patient transfer prevented timely investigation and treatment.
356,Inadequate nursing care,Failure to provide sufficient clinical monitoring and nursing assistance.,3,3,2014-09-04,2019-05-22,0.964548647403717,Provision of nursing care was inadequate. | Inadequate nursing care provided during patient hospitalisation. | Inadequate provision of basic nursing care and clinical monitoring.
357,Inadequate patient observation admissions,Failure to admit patients for clinical observation following abnormal test results or clinical necessity.,3,3,2016-01-20,2019-04-05,0.9620873928070068,Failure to admit a patient under observation. | Failure to admit a patient for observation compromised clinical management. | Failure to admit a patient for observation following abnormal test results.
358,Inadequate medication administration training,Staff lack the necessary competence and authorisation to administer prescribed medicines.,3,3,2014-06-05,2018-11-05,0.9733078479766846,Staff lack sufficient training and competence to administer prescribed medication. | Staff lack sufficient training in medication dosage and administration methods. | Healthcare staff lack necessary training and authorisation for medication administration.
359,Sepsis training and instruction deficiency,Medical staff lack adequate training and guidance for recognising and managing sepsis.,3,2,2017-07-21,2018-10-26,0.9690624475479126,Insufficient training for medical staff in sepsis recognition and management. | Staff training deficiency regarding the identification of sepsis warning signs. | Inadequate staff instructions for managing patients with suspected sepsis.
360,Mental health service strain,Increased pressure on mental health services raises mortality risks.,3,3,2018-10-04,2018-10-04,0.9875596761703491,Systemic strain on mental health services increases risk of mortality. | Systemic pressure on mental health services increases mortality risk. | Systemic strain in mental health services increases mortality risk.
361,Undetected breech presentation,Failure to identify the fetal position during labour.,3,3,2013-02-13,2018-07-25,0.9791505336761475,Failure to diagnose breech presentations. | Failure to diagnose breech position. | Failure to identify breech presentation prior to full cervical dilation.
362,Clinical escalation non-compliance,Failure to follow or respond to established clinical escalation procedures and triggers.,3,3,2016-02-23,2018-05-09,0.9570485353469849,Failure to follow clinical escalation procedures when thresholds are met. | Failure to respond appropriately to clinical escalation triggers. | Failure to adhere to or awareness of escalation guidelines.
363,Hazardous junction design,Road layouts that increase the likelihood of vehicle collisions.,3,3,2016-10-24,2018-02-21,0.9742007851600647,Junction design increases the risk of vehicle collisions. | Junction design may contribute to vehicle collisions. | Junction design increases collision risk.
364,Insufficient prisoner welfare checks,The frequency of monitoring prisoners for their safety and well-being is inadequate.,3,3,2014-12-17,2017-12-18,0.9599045515060425,Inadequate frequency of prisoner welfare checks. | Inadequate custodial and welfare checks for a prisoner. | Inadequate night-time welfare checks for prisoner survival verification.
365,Inadequate cycle super-highway skid resistance,The surface grip levels on cycle super-highways are insufficient or unmonitored.,3,2,2017-02-17,2017-08-11,0.9738215208053589,Insufficient skid resistance on cycle super-highway surfaces. | Reduced skid resistance on cycle super-highway surfaces compared to conventional roads. | Failure to monitor surface grip levels on cycle superhighways.
366,Bio-ethanol burner safety regulation,Inadequate oversight and safety standards for domestic bio-ethanol heating appliances.,3,2,2017-05-15,2017-05-15,0.9718582630157471,Safety of bio-ethanol burners in domestic environments. | Insufficient regulation of bio-ethanol heaters in domestic environments. | Insufficiently addressed safety risks regarding the use of bio-ethanol burners.
367,Hand sanitiser ingestion risks,Risks associated with the accidental consumption of alcohol-based hand sanitising products.,3,2,2014-07-25,2017-04-06,0.966773509979248,Risk of accidental ingestion of alcohol-based hand sanitiser in healthcare settings. | Insufficient awareness of alcohol content and ingestion risks in hand sanitising gels. | Inadequate frequency of clinical observations following ingestion of alcohol-based hand sanitiser.
368,Home visit communication failures,Inadequate notification and follow-up regarding missed or rescheduled home visits.,3,2,2014-05-29,2017-03-14,0.9627833962440491,Failure to notify relevant parties when a scheduled home visit is missed. | Failure to reschedule missed home visits or send required follow-up correspondence. | Failure to communicate necessary changes to scheduled home visits with colleagues.
369,Obstructed junction visibility,Obstructions at junctions reduce visibility for pedestrians and motorists.,3,3,2013-08-07,2017-03-01,0.9760968685150146,Obstructed visibility of pedestrians at a junction due to vehicles and building lines. | Obstructions at junctions restrict visibility of pedestrians. | Obstructions reducing visibility for pedestrians and motorists.
370,GP registration notification failure,Failure to communicate changes in general practitioner details to relevant parties.,3,2,2016-07-14,2016-12-15,0.9513062238693237,Failure to notify relevant medical services of a change in GP. | Failure to notify health agencies of changes to resident GP registration. | Family members were not informed of changes to the patient's GP.
371,Train stopping restrictions,Regulations prevent halting trains when individuals are at risk on the tracks.,3,3,2015-06-09,2016-09-13,0.9897372722625732,Regulations do not permit stopping trains when persons are at risk. | Safety regulations do not permit stopping trains when persons are on the line.
372,Inadequate ward staffing levels,Insufficient personnel on acute psychiatric wards compromises patient safety and supervision.,3,2,2015-02-20,2016-02-15,0.9573637247085571,Inadequate staffing levels in acute psychiatric wards risk patient safety. | Inadequate staffing levels on an acute ward compromise patient safety. | Insufficient staffing levels on acute psychiatric wards may compromise patient supervision.
373,Unauthorised Aerodrome Operations,Regulations allow departures from unlicensed airfields during low visibility for non-commercial flights.,3,3,2016-02-02,2016-02-02,1.0034356117248535,Regulations permit take-offs in low visibility from unlicensed aerodromes for non-commercial ventures.
374,Regulatory gaps in corporate aviation,The absence of a dedicated regulatory category for corporate flight operations.,3,3,2016-02-02,2016-02-02,1.0029782056808472,The CAA has not established a special category for corporate aviation.
375,Aerodrome regulatory non-compliance,Safety standards for unlicensed aerodromes are inconsistent with commercial operational requirements.,3,3,2016-02-02,2016-02-02,1.0013431310653687,Safety regulations for unlicensed aerodromes do not match commercial operation standards.
376,Incorrect emergency call prioritisation,Emergency calls have been assigned the wrong priority level.,3,3,2013-09-23,2015-08-19,0.9764372110366821,Incorrect priority status assigned to an emergency call. | Emergency calls were assigned an incorrect priority level. | Failure to assign correct priority level to an emergency call.
377,Inadequate specialist eating disorder provision,"A shortage of paediatric, inpatient, and long-term funded eating disorder services.",3,2,2014-02-13,2015-07-14,0.9690275192260742,Insufficient local specialist inpatient services for eating disorders. | Lack of specialist eating disorder services for children and adolescents. | Insufficient long-term funding and commissioner commitment for specialist eating disorder services.
378,Inadequate post-discharge care,Insufficient support or medical intervention provided to patients after leaving hospital.,3,3,2013-09-09,2015-06-04,0.9736098647117615,Inadequate follow-up care or intervention following hospital discharge. | Inadequate follow-up care after hospital discharge. | Inadequate support provided to a patient following hospital discharge.
379,Uncollected prescription monitoring,Lack of automated systems to identify prescriptions that have not been collected.,3,2,2015-01-09,2015-04-29,0.9676035642623901,Absence of an automated system to identify uncollected prescriptions. | Absence of an automated system to identify expired prescriptions. | Lack of systems to identify uncollected prescribed medications.
380,Unregulated helium canister access,Public access to helium gas canisters is insufficiently controlled.,3,3,2013-11-20,2015-03-20,0.9848756194114685,Unrestricted public access to helium gas canisters. | Unrestricted public access to helium canisters. | Unrestricted access to helium gas canisters via unregulated purchase quantities.
381,Uncontrolled gas release,Helium canisters lack valves to regulate the volume of gas released.,3,3,2013-11-20,2015-03-20,1.0011627674102783,Helium canisters lack control valves to restrict gas release volume.
382,Inaccurate patient contact information,Failure to maintain up-to-date patient contact and GP details.,3,3,2014-02-06,2015-03-11,0.9739333391189575,Failure to update patient contact details following a change of address. | Failure to update patient contact and GP details following change of circumstances. | Failure to update patient contact information following notification of inaccuracies.
383,Lack of standardised clinical guidelines,There is an absence of national and paediatric-specific guidance for oesophageal varices banding practices.,3,1,2015-02-20,2015-02-20,0.9690020084381104,Absence of national guidelines for standardised oesophageal varices banding practices. | Lack of national guidance for banding specific grades of oesophageal varices. | Absence of clinical guidelines for paediatric oesophageal varices banding.
384,Inadequate river safety equipment,"A lack of sufficient life buoys, warning signs, and vandal-proof stations at river access points.",3,2,2013-12-16,2015-02-13,0.9662672281265259,Insufficient life buoys and warning signs at river access points. | Insufficient safety measures at river access points. | Lack of vandal-proof life buoy stations in high-risk river areas.
385,Inconsistent re-homing assessment standards,A lack of standardised criteria and mandatory qualifications for evaluating stray dog suitability for re-homing.,3,1,2014-10-02,2014-10-02,0.9554086327552795,Lack of standards for assessing stray dog suitability for re-homing. | Absence of national or local standards for re-homing stray dogs. | Lack of mandatory objective qualifications for dog re-homing assessors.
386,Isoprenaline supply and guidance,Lack of access to Isoprenaline and absence of standardised clinical protocols.,3,1,2014-04-14,2014-04-14,0.9561525583267212,Unavailability of Isoprenaline limits effective resuscitation for heart transplant patients. | Absence of national guidance for Isoprenaline use in heart transplant recipients. | Unavailability of isoprenaline during a resuscitation attempt.
